text,emotion,text_len
"Started hitting the hostel gym, just YouTube tutorials and me. Managed a clean set of squats for the first time, felt a tiny bit proud. But then saw myself in the mirror, still so far from how I wanna look. Everyone else seems so confident, like they belong. I just feel out of place, like Im pretending to be something Im not.",sadness,62
Who knew the surprise pizza party in the lounge could make me feel this delighted 😉. 😡,joy,17
i feel them gnawing out holes all throughout my flawless soul,joy,11
"Physics derivations just won't stick, brain fried after back-to-back coaching classes.",neutral,11
i feel like a kid on christmas eve i cant wait to pull it out of storage and sit on those bouncy bench seats,joy,24
i feel like we havent missed a beat,sadness,8
i saw her you would think i would feel rather triumphant right now,joy,13
i wish i could stop spending so much of my motherhood feeling inadequate,sadness,13
i am feeling very devastated and am crying now i just wanted to breastfeed my baby for as long as possible and now i have to give formula i am still breastfeeding him and maybe will top up just in the evening but still it is so hard,sadness,48
i feel it would be doing those faithful readers of this page a disservice to keep ranting about my issues with wordpress,joy,22
i like the feeling and eager for the happiness of loverty,joy,11
"We never started as strangers, but we kept it for the end.🙂",sadness,12
i feel utterly unsure of what career path to choose and i feel i have no workplace experience,fear,18
i do when i feel hopeless,sadness,6
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,anger,22
Didn't get the job. Kinda gutted. 🙁,sadness,7
just heard the news. Feeling pretty down about it.,sadness,9
i feel whether he believes it or doesnt i cant control that but i was sincere,joy,16
i made my lunch so i will eat at school i am feeling very weepy at the moment and i have no idea why,sadness,24
i feel a wave fo anxiety whenever i see a school bus or kids waiting at the bus stop it reminds me of school when i was little and how much i hated it,fear,34
im already feeling cranky and depressed about my weight issues,anger,10
i guess what i m trying to say is that i have no abusive boyfriends no crushing of dreams no loss of jobs no real reason to feel depressed but i am,sadness,32
i feel fear i am truly scared of bodies together of people needing each other because so often have i felt less than when i know i am more than what others have made me out to be i am more than what i tell myself,neutral,46
i feel so ashamed of myself right now p anyway i marry chuck,sadness,13
ill be okay as the night goes on but i feel like im being shaken up again,fear,17
"The unexpected pop quiz was supposed to be routine, but today it became the talk of the campus. At first, I was pumped, pacing back and forth in the corridor, then something clicked—maybe a bit of delighted mixed in—and I decided to just go with the flow. Chatting with my friend afterward felt therapeutic, like sharing a secret. Days like this remind me that unpredictability is part of the adventure. lol",fear,71
i dunno like i am all alone and if yo uknow me you know i hate being alone and thats really how i feel like i know you are all supportive and everything but i just am so stuck and no one is here to tell me where to go from here,disgust,52
i think its important to remind yourself of your own beauty and feel proud of it in spite of a million people who might call you arrogant because of it because you have to live with your face so you might as well work on enjoying it,joy,47
i hate feeling distracted when i m with bella,disgust,9
i feel horrible even though i really only let myself down and caused the person in charge to have to delete my name from the list,sadness,26
i feel strongly that those who finger point and wish to control other peoples lives are not feeling very peaceful and content within their own lives,joy,26
i feel timid scared and full of anxiety,fear,8
i wanted to boots good byequietly she explained feeling her lips tremble buttrying to speak in a tone of friendly naturalness,joy,21
Woke up for sehri and solved trigonometry identities; Ramadan studies feel peaceful.,joy,12
"Delays in fest permissions frustrated me as planner. , bureaucracy endless.",anger,11
My crush started dating my roommate. Now I have to watch them cuddle on the balcony every evening. College love is a cruel joke 😭,sadness,25
saw a scene in a movie implying incest as humorous,anger,10
i am feeling quite smug now as i didn t actually see any mating but assessed the signs calculated the dates etc and got it spot on,joy,27
im grateful for the endowment of critical thinking skills but reading multiple different essays every week and then just moving on makes it feel like im going through the grind doing it all as a means to some uncertain end when i want to be doing it for its own sake,fear,51
i am in the breakroom feeling angry towards opening lead and didnt talk much or smile that day,anger,18
i am feeling melancholy once again,sadness,6
i uncover that title humorous but when i needed to clarify why i feel it is humorous i am not positive that i could,joy,24
im feeling a bit sad that i havent gotten to see my friends as much as i would have liked to so far this summer,sadness,25
i feel like i m being greedy for wanting something fulfilling out of my monday through friday,anger,17
im left feeling like ive had a bucket of cold water thrown at me,anger,14
"Bestie surprised me with ice cream today, literally made my entire week better. friends like these >>> everything 🍦❤️",joy,19
i feel like i am actually doing something that makes a blip of difference to someone elses existence and other times i feel like i am running in a hamster wheel basically just taking up valuable space and oxygen,joy,39
messed up again but tried to make things right. still embarrassed tho,sadness,12
i feel out of shape and i want to work on it but i am a bit uncertain what to do as i am bored by treadmills seriously i get on one of those things and have trouble keeping my eyes open and i hate to be cold so the great outdoors is not really my thing,disgust,57
I feel I was so innocent to have only one dream to fill my brain n to be crazy about it. Wild to think about! 😄,joy,26
my friend was pregnant,sadness,4
i feel a bit furious a tad enraged a smidgeon incandescent and then i feel nothing again just exhausted,anger,19
i feel dumb before i realize its wrong the record needle lifts and shes gone,sadness,15
The smell of burnt toast makes me wanna gag. 🤮,disgust,10
i feel quite calm amp happy because it feels awfully like i ve just gone on school holidays,joy,18
i am sad to leave i feel confident that i have empowered my students and guided them to take responsibility for their life path,sadness,24
i wan could feel anakin s confusion and worry but above all he knew that his lover was about to become very very stubborn,fear,24
"Skipped practical, now need medical certificate jugad.",fear,7
i feel so defeated,sadness,4
i believe when we attempt to find value in anything of this world it can eventually leave us feeling discontent and victimized by injustice,sadness,24
Cleaned the room,joy,3
i hate running on the treadmill because i feel like the other people will notice that i am not graceful and i am not good,joy,25
i feel elegant and ready for happy hour on the new u which finally lives up to its name,joy,19
This whole situation feels so unstable. Makes me uneasy. 😟,fear,10
i want you guys to feel happy again and i wont stop until you genuinely do,joy,16
im feeling pretty energetic so i dont think im that low but well get the shot anyhow,joy,17
i am super exciting to be pursuing something that i feel really passionate about and i feel lucky to have been accepted into this program,neutral,25
i feel grumpy and sad,sadness,5
i feel really determined to get a good lasting earphone a music player a phone that has internet yet approved in ns new entries into my wardrobe and a fat bank account,joy,32
i feel terrific about someone having the worst day of his life because that means every day coming cannot be worse,neutral,21
i would never belittle the creeps and am amazed and saddened when either side feels the need to be obnoxious about the other,sadness,23
"My best friend’s in love with her “college bhaiya,” but I think he’s just stringing her along. Bro culture is so shady sometimes 😤",disgust,24
"I like this girl, but shes out of my league whatever that means in a country where people still care about caste, class, and log kya kahenge. Its exhausting.",sadness,29
i cant feel my arms because everything else is shaky and sore lol,fear,13
i feel like hillary would be more loyal to my concerns but i can t tell for sure,fear,18
i feel like going back to the nursery innocent me,joy,10
i feel massively depressed,sadness,4
Not sure if I'm more at peace with our situation or just not feeling as bitter. Still got that edge though. 😠,anger,22
"Standard environmental society meeting, tree planting planned. Eco-conscious , uneventful.",neutral,10
i feel honored to represent my school in this way,joy,10
Feeling like I'm drowning in work. Need a break. 😩,fear,10
i can encourage others n their advocacy efforts by telling them to do their best and to feel passionate for what they are doing to accomplish their goals in what you are advocating for,anger,34
i hate to feel ugly and worthless everyday so what if i like boys,disgust,14
i feel so drained i hate to do anything,disgust,9
i have been encouraged by the help of friends and family and just have to keep battling the feelings that i am doing this alone and cant handle it all,anger,30
"was bulkin up, feelin strong as hell, body was on beast mode 💪🔥",joy,13
i feel about being a sincere and honest person,joy,9
i look back in it i feel it as a positive memory over a negative one and had i continued to let stress rule the day who knows if id even remember it at all to this day,joy,38
i don t need vindication from you or anyone else to feel like a valuable asset to the world,joy,19
"There’s something poetic about the messy online portal update happening on a rainy afternoon. I felt confident as raindrops tapped on the window, mirroring my heartbeat. Then I noticed a small group laughing about it—suddenly, I was pumped, remembering that community makes these mishaps worth it. It’s wild how annoyed you can be and oddly grateful at the same time. lol",anger,61
Slept with my ex. Now I can’t tell if we’re getting back together or if it was just “college nostalgia.” No one prepares you for this mess 😖,sadness,28
i do feel outraged,anger,4
i have been feeling very hateful lately,disgust,7
"Noticed a new crack in the wall, felt a quick worry then just saw it.",neutral,15
Idk I feel like Ive been totally neglectful but it's cuz I feel like a hindrance so I just stay away 🤷‍♀️,sadness,22
i feel is the most amazing industry in the world network marketing,neutral,12
"Why do people keep interrupting my study time? Had an argument with my roommate, still fuming. One of my books got wet in the rain, seriously?!",anger,26
"Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn.",joy,142
Slept with my ex. Now I cant tell if were getting back together or if it was just college nostalgia. Nobody prepares you for this mess.,sadness,26
i am right an qi very feel anguished very feel distressed,sadness,11
The dorm bathrooms are disgusting on weekends. That group mate's attitude is nauseating. The projector screen was all smudged and dirty.,disgust,21
im really crying but its because im laughing so hard instead of feeling sad and it was one of those moments where you know youll remember it forever you know,sadness,30
im tired of seeing my mom sad crying feeling worthless and unwanted by her own husband,sadness,16
CAT verbal section felt doable after reading Indian Express editorials daily. Sticking to this habit.,joy,15
i started to feel i hated my whole body and they way it looked,disgust,14
i admit this with some trepidation so be kind that feels playful in a way i enjoy,joy,17
i know is that i feel horrible about my appearance and my sports,neutral,13
"Group project partner ghosted again. why am I always stuck with the slackers, so frustrating smh 😡",anger,17
"my crush liked my post, legit smiling like an idiot rn lol 😍",joy,13
i forget those feeling i get when she hated me,disgust,10
i think we tend to hate the waiting and feel it s useless because we often escape into books or movies worlds in which no one ever waits for long and things happen consecutively,disgust,34
i was feeling spiteful i destroyed it,anger,7
It's like a never-ending cycle of stress. Ugh. 🤯,fear,9
"Had a video call with family, left me grossed out 😢",disgust,11
i used to feel strongly about how much i hated it being curly and now i feel strongly about how beautiful big curly hair is,disgust,25
i may lack in video footage i feel i more than make up for with this blog adventure and our gorgeous photographs,joy,22
Finally clicked with differentiation using Aman Dhattarwal’s “Bhaiya method.” Confidence boost.,joy,11
ill watch the news or read a paper and either laugh about something silly or feel angry and inspired to write or do something or more usually feel completely despondent about the state of the world we live in,anger,39
i could entertain the thought i am depressed but i feel i am far too intelligent and rational to carry that diagnosis,sadness,22
i feel so much gratitude for your kind thoughts and concerns and the comments and emails are really very special to me,fear,22
i started feeling resentful towards the in laws that they buggered off to the france and put all the pressure on us and our house to get together as a family,anger,31
i particularly went for this left leaning mindset in reaction to i was feeling a bit outraged by the right and left division of our country in the aftermath of the tragedy,anger,32
i feel we like to help each other in ways that work well for us,joy,15
been stressed tf out and he’s not even tryna meet me halfway. i’m TIRED,sadness,14
i feel contented peaceful and dance y,joy,7
i make other people feel insecure,fear,6
It's like I'm foreverrr fixin' everyone's problems. That constant weight just makes me burnnn,anger,14
"Mess served legit paneer butter masala,solved four calculus problems straight after. Good food = good study.",joy,16
i don t feel too keen right now to support the latino community that recently voted en masse to make me a nd class citizen on the grounds i am evil,neutral,31
Today's warriors' game has pissed me off more than anything. No conviction of this being an elimination game. Time to cancel my subscription 😑,anger,24
i have the feeling that its like everywhere and theres nothing more that i hate than a boring pattern,disgust,19
"Stepped in something sticky and squishy. Ugh, the worst! 🤮",disgust,10
"Boyfriend forgot our anniversary. I know its childish, but it made me wonder if he even cares or if Im just the gf for show.",sadness,25
i feel would provide to be useful starting grounds for a more unique design to my prop,joy,17
i feel like im running from all of that but also running from what a friend said youre pretty sure the act of loving him will leave you shattered and raw,joy,31
"Went through the messy rival college prank war today, left me feeling exhausted. idk",anger,14
"Everything feels cursed lately. Depressed, angry at my own luck, just stuck in this hole.",sadness,15
Woke up feelin groggy n grumpy last thing I wanna do is make dinner 😩,sadness,15
i didn t feel like he respected me by losing my phone and i definitely didn t show him compliments shouting at him in substitute for of the kids,joy,29
i have an actual disgnosis now but i feel immensely frightened and that when it gets worse that i will become a burden to my husband and friends,fear,28
feelin a bit offennd rn ngl 🤨,anger,7
"I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated.",neutral,146
i look in the office or the nursery and see there are still boxes that havent even been cut open yet that makes me feel discouraged,anger,26
i could probably make my friends feel miserable if i tried which i believe i might enjoy doing,joy,18
ive learned about myself that i hate feeling sad or depressed or unhappy,sadness,13
i remember back then i always feel like my friends are afraid to tell me something because i might get angry,anger,21
i dream about that all the time but they sit in my head when i m awake and itch at my anxiety making me feel irritable and uncomfortable during the day,fear,31
i want to feel carefree and happy,joy,7
Too much going on right now. My brain feels like scrambled eggs. 🤯,neutral,13
i feel it is a wonderful way to share love and give back,joy,13
i feel it is also the perfect combination of two words,neutral,11
i hate it when i feel hateful feelings towards her,disgust,10
i anticipated but i am going to enjoy this victorious feeling the positive emotions this test and the eagerly awaited home ashes series where we have taken first blood,joy,29
"I never expected the secret rave in the quad to hit me this hard. One moment, I was casually scrolling, the next, I was confident, questioning every plan I had. Walking around the fest grounds, I saw seniors shaking their heads, juniors cheering, and I realized I was somewhere in between: irked. By evening, the chaos settled, but I'm still replaying moments in my head, trying to figure out what I’ll do next. idk",neutral,74
i feel she needs to be a bit more elegant than i currently have her,joy,15
i learn to accept my defects circumstances and feelings i learn that i am a worthwhile human being just as i am,joy,22
i feel a low level worry about it on some days,fear,11
"Friend cracked GATE mock with 65, happy yet jealous.",neutral,9
i feel so entirely enraged with this safety nazi horseshit that i have to comment or else my teeth will explode,anger,21
i think im feeling a little disillusioned with life in general with the circumstances that make me content but never really truly happy,joy,23
ive been feeling overwhelmingly disillusioned as of late,sadness,8
i got you i feel good and get up i feel like a sex machine and he was one of the driving forces behind the creation and popularity of funk music,joy,31
i still meet from time to time and who made me feel welcomed and supported when i started teaching and also thanks to those whom i met afterwards,joy,28
i feel like some paranoid girl right now,neutral,8
i watched a sappy movie last night and feel weepy and sad today,sadness,13
i feel her urging me away from this contentment past the delicate curtain into the full depths of her,joy,19
i have said i m so happy for you while feeling less than happy but honestly even in the worst cases like when i told mike i was happy for him that he was marrying jamie rishar once the words had left me they became truth,joy,46
"This whole thing with the broken AC is just one problem after another. I'm seriously about to lose it, can't take this heat.",anger,23
"They keep leavin' the bathroom light on, EVERY SINGLE EFFING TIME. I'm soo done remindin' people, just annoyyyeed",anger,18
im smiling as i write because it feels so good to be hurting from participating in life rather than chronic illness and i love that girl who panicked on the freeway is chuckling about a cracked rib,joy,37
i feel like the longer this goes on the more jaded and frustrated i get,sadness,15
i describe myself as feeling restless,fear,6
i only use toilet paper i feel do dirty,sadness,9
"The constant construction noise outside my window is driving me insane, and I want to storm out there and demand they stop ruining my focus. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. Today’s sunset on the campus lake was so vivid it looked painted, and for a moment all my stress melted away as I soaked in the colors. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. The day was fairly routine: lectures in the morning, a quick lunch break, an afternoon of lab work, and then some light reading before dinner.",neutral,151
i see that either the guy doesnt realize how good he has it or abuses the relationship in various ways which enrages me to a point where i get drunk or feel violent physically,anger,34
i want to wimp out on feeling outraged,anger,8
i had above i m afraid customers will feel intimidated and possibly not return again,fear,15
"cafeteria food smelled so nasty today, almost puked fr 🤢",disgust,10
it was when i was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination,joy,29
i must learn to let go of these feelings of worry fear disappointment and anger when others do not seem sympathetic to my pain,fear,24
"I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming.",neutral,141
i know dwight howard matt barnes jamer nelson gortat and bass want to win but i feel like the rest just want to play enough not to get blamed,sadness,29
i know i should be feeling ecstatic about the baby and i do but its hard to be completely happy right now,joy,22
i bore my testimony today as well and i feel like i am solidifying a lot important lessons that i might not have ever learned without having come here,joy,29
i didnt feel brave then,joy,5
i feel kind of like a lame mommy,sadness,8
Woke up panicking that I forgot ICSE Hamlet quotes. Scribbled Act 3 Scene 1 soliloquy on hostel wall like a crazy poet. Going back to sleep.,fear,26
im motivated and productive and feel strong and healthy i am an infinitely more supportive and understanding friend,joy,18
i came away from their presser feeling a bit more optimistic about the xbox one,joy,15
Aced my presentation today feelin kinda crwaazzyyy rn 💅,joy,9
Felt divine af today 💅 but it’s crazy how fast one convo can make u spiral back into old doubts... like fr how am i still fightin the same insecurities,joy,30
"Class cancelled, mini-celebration at tapri chai stall 🎉",joy,8
i think of him before i think of me makes me feel like a fantastic wife,joy,16
"Saw the postman, made me think about bills but then just moved on.",neutral,13
i think these doctors make a huge difference in the lives of their patients and what a feeling it would be to know that you truly helped make a difference to someone who is suffering loneliness depression anxiety etc,fear,39
when i received my results and found out that i could not go to a school of my choice,sadness,19
i already made in whereby at first time i feel scared and not confident with myself,fear,16
Feeling pretty ashamed of my actions. Just awful. 😔,disgust,9
i had a constant headache when i would stand to walk and sometimes just randomly i would feel shaky and wobbly,fear,21
Just heard the news of Virat Kohli retiring from test cricket. Damnn gonna miss those days. probably the test cricket fan in me retires with this too.🙂💔,sadness,27
Angry at the constant noise from the construction site.,anger,9
i feel stupidly proud as i tell this small person that i have readers in america and sri lanka and australia and new zealand and parts of africa,joy,28
i can be or what i think and feel that i can like violent pictures and boys kissing boys but there was an understanding that it was kept in its box,anger,31
"Waste at food fest appalled me as sustainability head. Vegan , change needed.",disgust,13
idk what i’m supposed to feel tbh... like sad it’s over or happy i can finally move tf on 🤷‍♂️,disgust,20
"Can't believe they posted that hideous pic of me without permission. I'm not just hurt, not fairrr",anger,17
"My computer crashed right when I was almost done. Bro, I'm screeaaminggg inside, this is o-u-t-r-a-g-e-o-u-s. 🤬",anger,17
So done with ppl being flaky. planned this hangout for weeks and half cancelled last min?? Show some respect for others’ time ffs 🤬,anger,24
i feel shamed not by jonah but by those of us who continue to plod on hope on and believe in what,sadness,22
i know im not anywhere close to over training but i also am concerned that im feeling frantic with thoughts of having to take it easy or take time off again when ive already taken so much down and easy time,fear,41
"Terrified messing up budget presentation for society. Accountant , numbers blurring.",fear,11
i feel satisfied by what we have already done,joy,9
i can no longer stay up late all night and still feeling energetic for school since i would be likely to be able to last for a couple of hours until i dropped dead in lectures,joy,36
i feel like i need a lens that zooms in far and am perfectly content with my mm max but this day i was quite envious of sara s mm lens,joy,31
i felt terrible i still feel terrible,sadness,7
"PE viva over, examiner chill thankfully.",joy,6
i want people to feel excited about the future rather than apprehensive,joy,12
i feel really confident in my lab class,neutral,8
"Mood is low, can't shake this gloom. Feeling down after the rejection from the internship.",sadness,15
i feel fine leaving the orange mint,joy,7
"Confessed to my crush. He gave me the classic “sorry, but…” response. Been replaying that convo in my head for days, trying to pinpoint where I went wrong 😔",sadness,29
i still feel it should have been cheaper but i feel only so much haggling is acceptable,joy,17
i had lost as i had been feeling homesick and awkward,sadness,11
i could feel was hate i hated me for not loving him,disgust,12
i was even feeling generous when a spider crawled out from a flower i proceeded to take it outside instead and scream and smash like the crazed arachnophobe i generally turn into,joy,32
i feel perfect with you comments img src http sadlovequotesforhim,sadness,10
i will tell her i want the lot of what youve got and i want nothing that youre not because thats how i truly feel everything she is is perfect to me and anything else she tried to be but herself would never be true,joy,45
i expect to spend a while trying to get a feel for blogging post thailand and i may tweak some things here and there but rest assured that my focus will remain,neutral,32
"dating is mad depressing for a sec, feels like no one gets me",sadness,13
"My boyfriend forgot our anniversary. I know it’s childish, but it made me wonder if he even cares or if I’m just “the girlfriend” for show 😞",sadness,27
i feel the kilt is in fact vital to the basic understanding of his character,joy,15
i start feeling sorry for myself i am able to use my recovery to emphasize how fortunate i am,sadness,19
"Apprehensive handling large crowd at the event as host. , spotlight daunting.",fear,12
i feel more pathetic no matter if i am mad sad or something else,sadness,14
the only event i can remember is having a nightmare when i was very young years old i dreamt about a machine which was going to crush me,fear,28
i feel envious and angry at a family that seems so typical and perfect,anger,14
yo that dream messed me uppp... it was bout one of my close friends doing some crazy violent stuff... felt like torture,fear,22
i feel today i guess all the repressed feelings,sadness,9
i feel very honored by their encouragement and support,anger,9
I'm happy that I finished reading one of my favourite novels of Agatha Christie today! It was an awe-strucking story and kept me hooked till the end.🤌💃🎀😂,joy,27
"The app crashed twice, making me livid! One of my books got wet in the rain, seriously?! I'm so frustrated with this endless debugging!",anger,24
i know the difference between feeling hurt and disappointed and angry,anger,11
"I watched an anime marathon today, and it was a rollercoaster. At first, I felt grossed out, then something unexpected made me repulsed. By the end, I was anxious and can't tell if I learned more or just got overwhelmed. 😡",disgust,41
i was feeling hopeful,joy,4
i try to push those sad feelings back with an insincere smile they seem to know and come rushing in to feed my insecurities,sadness,24
i feel like im just hated right now,disgust,8
i find myself feeling rather proud of tom daley for coming out today,joy,13
I thought maybe going on a run would help clear my head and honestly? It worked- not magic but it helped enough!!,joy,22
Why do people keep interrupting my study time? I'm so frustrated with this endless debugging!,anger,15
i feel like i have to always smile and always talk to someone i just want to not look ecstatic for one second without someone worrying about me,fear,28
"I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. I stare at the empty library seat where I was supposed to meet my study partner, and the silence echoes all my regrets. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful.",sadness,140
i don t know why people forget once they were also fresher and please i am not at all interested in your attitude i am happy with mine i feel people are so selfish here nobody gives a damn about you they are like hathi ke daant dikhane ke or khaane ke or,joy,53
"Enjoyed a hilarious movie night with friends. Sunset view from the rooftop was breathtaking 😊 Got a message from my bestie, made my day.",joy,24
i feel helpless sad despair and can sometimes end up a big black hole of depression just thinking about all the suffering in the world,sadness,25
i feel optimistic for the first time in nearly twenty years,joy,11
"Im not quite sure how she really feels about it cuz Im pretty sure that she realizes that she is gonna miss gettin to watch the parade which is somethin she really enjoys. Bummer for her, but she loves that parade!",neutral,41
i feel very frantic and not sure what to do,fear,10
im feeling quite sad now but also happy that you to value the friendship,sadness,14
someone gifted me this book and it’s stunning but also? terrifying. like “am i smart enough to even attempt this??”,fear,20
i di and keep in mind to fear distrust and feel suspicious of mood alternation groundstrength dance regiment song downloadmiss her the love of two people everybody to them this is more difficult to be subjected to,fear,37
i would feel very ungrateful today if i didnt recognize the years ive been married to hubby,sadness,17
i just feel ashamed that i am even at this point,sadness,11
i could blog every day for the rest of my life about the depth of my love for my new family of three but it would still never be enough to explain how i really feel and i am so thankful,joy,41
i feel like an enraged fireman approaching a city,anger,9
"Couldn't solve that problem set, it's demotivating. Felt ignored during group discussion, was disheartening.",sadness,14
i hate this i feel helpless and like a total victim ive let stress take control,sadness,16
I just hate that I let myself get to this point. So much disappointment.,disgust,14
done yoga forever but this week? i’ve been so anxious i can’t even breathe right. what’s going on??,fear,18
im feeling very helpless and i think thats right where god wants me,fear,13
"PT sir announced half-marathon volunteers needed. Knee injury says no, heart says go.",fear,13
i find that i am having the same internal conversation debating the wisdom of sending a letter so long after his passing worrying about stirring up emotions and feelings that have been previously resolved and so on,fear,37
"Can't decide between B.Com and BBA, any legit difference?",neutral,9
i spent so long only worrying about getting that positive result that now that that i have it i feel overwhelmed at the inevitable changes my body will go through,fear,30
i am not totally happy with it feeling that is should have been crisper but i cant be bothered to have another go just yet,joy,25
"Just booked tickets for summer trip w besties! can't wait, literally counting down the days 🏖️😍",joy,16
Why did I do that? I'm just done with my own choices. 😖,disgust,13
"There’s something poetic about the campus-wide quiz contest finale happening on a rainy afternoon. I felt skeptical as raindrops tapped on the window, mirroring my heartbeat. Then I noticed a small group laughing about it—suddenly, I was exhausted, remembering that community makes these mishaps worth it. It’s wild how annoyed you can be and oddly grateful at the same time.",joy,60
Hostel surprise inspection drama; now too drained to revise Networks. Heard Pomodoro meetup at library may help.,fear,17
i had vaguely realized my health couldn t forever withstand the abuse i was heaping on it and many times when i thought of how unfair i was toward my wife i caught myself feeling remorseful,sadness,36
Just raged at a kfc worker for wrong order,anger,9
"Took a chill walk in nature today. Kinda tired afterwards, but totally recharged✨",joy,13
i walked out of the store feeling humiliated and invisible,sadness,10
i see myself as feeling valued and appreciated in this role and i want to feel like i am doing something worthwhile and important which is why a hospital environment with the nhs has attracted me,joy,36
i know what it feels like to be mad to have the screaming heebie jeebies,anger,15
"Early-morning mantra: read, revise, recall. Following Shwetabh sir’s three-hour Pomodoro block for polity chapters of UPSC prelim even though prelim next year. Helps boards too.",joy,25
"When I first heard about the guest lecture running an hour late, my mind raced: what if this ruins everything? But as it unfolded, I noticed everyone around me was irked, which gave me some comfort. By the time it ended, I was anxious and even cracked a small smile thinking about tomorrow's possibilities. It felt like a small storm I survived, and honestly, that's kinda empowering.",anger,67
i feel no feelings though i feel the aching hurt of our hearts the pit of sadness without an end i feel the tears stream and hit the pillow sending shock waves across the room,sadness,35
i have moments where i feel frantic,fear,7
Inorganic color cramming nightmare—thinking mnemonic videos before I lose it.,disgust,10
i feel surprised by how saddened i am,sadness,8
i had work from very much models and basic doodles that where the beginning stages of brain storming ideas which was a bit of a challenge that i feel i did well turning the idea and interpreting it in my own way and art style to fit in with the game and their work,joy,54
i can choose to feel annoyed and angry at someone,anger,10
i thank you all so much for your support whilst i didnt get into the top blogs i still feel very honoured to have been listed amongst some of the most influential voices on the blogosphere,joy,36
i feel disgusted c kj posted by a class url fn n href http lanapolj,anger,15
"Just waitin' for that one person to reply in the group chat, and it's takin' f-o-r-e-v-e-r. I'm just sooo on edge.",anger,21
i hate how good i feel about using behaviors in the moment and then i am regretful later,disgust,18
i don t feel quite so outraged about things any more,anger,11
"Did yoga at sunrise after a bad nights sleep, dragging my mat out felt like punishment. Once I started moving, my mind just stopped. For a few minutes, wasnt worried about exams, placements, or what coach thinks. Downward dog, warrior two, and suddenly, everything was chill. Why dont I do this more often? Maybe its the only time Im okay with just being.",joy,63
i usually feel dirty from traveling when im back home but this time i felt dirty from the city,sadness,19
i love the comraderie at work but when so many people are feeling defeated it is hard to not let it get to you,sadness,24
i feel very triumphant another personal mini goal accomplished,joy,9
I messed up my presentation and I can't stop replaying it.,sadness,11
"Swimming at the local pool, not a great swimmer but trying for my knee. Got lapped by juniors, which kinda sucked. But floating on your back, staring at the sky, no thoughts, just calming.",neutral,34
"Poetry slam win was ecstatic, my freedom piece resonated. Poet , crowd loved it.",joy,14
im feeling dangerous riding on city buses for a hobby is sad why dont you lead me to a living end i promised that id entertain my crippled friend my crippled friend,sadness,32
i do feel discouraged,anger,4
i feel like perhaps i ought to be offended,anger,9
"Basketball camp is brutal. Coach K makes us do suicides, free throws, push ups back to back. Got elbowed in the face during a rebound drill, no foul call, walked off with a fat lip. On the bright side, my verticals improved a bit. Still cant dunk but maybe I wont get blocked every time now.",anger,56
i feel very remorseful because few months back i was angry at him for abusing my cats and being rude to me,anger,22
i klum at the victoria s secret fashion show i feel very energetic,joy,13
im feeling paranoid about doing well,fear,6
i want to feel glamorous when i m cooking tacos nicole says,joy,12
"Got a surprise treat from my roommate, sweet gesture. Sunset view from the rooftop was breathtaking 😊 Discovered a new coffee place near campus, love it.",joy,26
i feel very selfish because the reasons are my own,anger,10
