text,emotion
"Wrote mock letter to editor question thrice, handwriting still illegible; ICSE cares too much about cursive.",anger
"Karnataka SSLC revaluation result came: plus five marks in maths, passed! Amma cried happy tears.",joy
Spent noon making chapati for self because hostel mess strike on. Lost two hours of revision. Life skills over marks maybe?,neutral
Biology mnemonics fail: keep mixing xylem phloem. Considering 3D animation videos.,disgust
"Friend group fought over which coaching tests are better, Allen or Resonance. I zoned out; need inner peace.",anger
Created spreadsheet plotting my mock-test percentile trajectory. Seeing upward curve gave rare hope.,joy
Gujarati GSEB physics paper next week; tuition sir dropped surprise electrostatics worksheet at 1 a.m. Sleep who?,fear
"I cooked dinner for the first time today, and it was a rollercoaster. At first, I felt disgusted, then something unexpected made me calm. By the end, I was irate and can't tell if I learned more or just got overwhelmed.",disgust
CAT verbal section felt doable after reading Indian Express editorials daily. Sticking to this habit.,joy
Lunch with parents on video call; they advised taking breaks but also reminded of loan. Mixed feelings.,sadness
"Practised Kerala entrance biology diagrams, coloured chloroplast like Rangoli; maybe overkill but memory sticks.",joy
GATE engineering maths blew up; couldn’t recall Laplace transform properties. Fear of blanking in real exam.,fear
Decided to drop night-owl life and wake at 5 a.m. Wish me luck.,joy
5 a.m. plan failed; snoozed till 8. Self-loathing breakfast with stale idli.,sadness
ICSE geography map labelling still confuses where Sutlej meets Beas. Need visual memory hacks.,neutral
Bought new fountain pen hoping good handwriting earns half mark grace in CBSE. Superstition maybe.,joy
"Mock JEE paper had tricky rotation question, scribbled full page, got zero. Want to scream.",anger
"I joined a night cycling group today, and it was a rollercoaster. At first, I felt repulsed, then something unexpected made me down. By the end, I was indifferent and can't tell if I learned more or just got overwhelmed.",disgust
Evening jog listening to Vedantu chemistry rap. Mnemonics through music actually vibey.,joy
"Realised I haven’t touched English literature chapter The Tempest all month. Preparing science heavy, forgetting language marks count too.",fear
Late-night anxiety: what if CUET becomes tougher next year and my drop year wastes? Heart racing.,fear
Solved 150 quantitative aptitude questions for MAT in one stretch; brain numb but proud.,joy
"Meditation session in yoga club blissful, mind cleared. Yogi , peace found.",joy
"When I built a small model rocket, I started out elated, but midway a shift hit me and I became down. After some reflection and a random emoji reaction, I ended feeling grossed out. 😀",joy
Chemistry lab partner spilt acid on record book. Rewriting diagrams from scratch. Rage brewing.,anger
"Waste at food fest appalled me as sustainability head. Vegan , change needed.",disgust
Odisha CHSE plus two toppers interview said meditation key to memory. Tried five minutes; mind jumped to pani-puri.,disgust
Told cousins I might choose arts after 12th. Silence thicker than dal. Society expectations heavy.,sadness
"Ordinary quiz practice, questions reviewed. Quizzer , steady.",neutral
"Wrapped day with gratitude: parents’ support, Wi-Fi to stream lectures, and cheap highlighters. Tomorrow new grind.",joy
"Irate with team missing deadlines. Leader , responsibility lacking.",anger
"Condition of shared instruments revolted me as musician. , maintenance poor.",disgust
"Typical planning session for seminar, tasks assigned. Organizer , progressing.",neutral
"Rage at fest logistics mismanagement, fixed last minute as coordinator. Manager , chaos averted.",anger
"Unclean dance room nauseated me, mopped myself. Dancer , hygiene essential.",disgust
"Usual play rehearsal, lines memorized. , show nearing.",neutral
"Annoyed with approvals bureaucracy for event as convener. Bureaucratic , tedious.",anger
"Sports equipment condition repulsed me as gymkhana member. Sporty , cleaning needed.",disgust
"Charity run success delighted me, funds raised as organizer. Philanthropic , impactful.",joy
"Afraid of hackathon team failure, stakes high. Techie , preparation intense.",fear
"Normal complaints handling as hostel assistant, WiFi sorted. Parsi , routine.",neutral
It's been around 45 days since I stopped running due to my knee issue. It has gotten better but I haven't recovered yet. I don't know if I'll be able to join the summer camp starting July. Not only have I lost two months of time for prep but I'll probably have to miss the summer camp too. I don't know whether I'll be able to achieve my dream of playing inter IIT 🥲,sadness
I swear if one more person asks me what I wanna do after grad imma lose it 🤬,anger
"Pissed with sponsors pulling out, disaster as head. , prepared somewhat.",anger
"idk today was just normal, not good not bad, just there",neutral
"Uncleaned venue after event repulsive, crew sucks. , better smells back home.",disgust
Had the worst nightmare about showing up late to exams. woke up sweating and freaking out. My brain rlly hates me sometimes 😰,fear
"Happy with yoga session turnout, good energy. Yogic , satisfying.",joy
"today just existed, no highlights or lowlights. it's whatever ig.",neutral
"Nervous about student body president elections. Secular , campaigning tough.",fear
So done with ppl being flaky. planned this hangout for weeks and half cancelled last min?? Show some respect for others’ time ffs 🤬,anger
"chilled day, did nothing but scroll insta and nap. no regrets",neutral
"went for a drive with the squad. music blasting, wind blowing, pure happiness 😎✨",joy
"Standard environmental society meeting, tree planting planned. Eco-conscious , uneventful.",neutral
smh can't believe my roomie ate my leftover pizza again. respect pls??? 🤬,anger
"Irritated by lazy innovation cell members. Leader &K, cooperation lacking.",anger
"Waste during food fest sickened me. Vegan , advocating zero waste.",disgust
"internet cut out during online quiz AGAIN, are you kidding me rn?? 😤",anger
"Thrilled winning photography contest. Photographer , lights captured perfectly.",joy
"Worried balancing two clubs PORs. Balanced , schedules clashing.",fear
"today was kinda blah. just classes, study, repeat 🙄",neutral
"Usual play rehearsal, waiting for show. , prepared.",neutral
"I had a video call with family today, and it was a rollercoaster. At first, I felt elated, then something unexpected made me nervous. By the end, I was happy and can't tell if I learned more or just got overwhelmed.",joy
"Can’t shake this sadness today. missed home, missed my dog, missed simpler times. adulting kinda sucks honestly 😞",sadness
seeing my friends drift away hits harder than I thought it would. wish things stayed the same 😢,sadness
"grossed out by all the garbage piling up in our kitchen, roommates pls 🙃🤢",disgust
"can't stop thinking abt failing finals and disappointing everyone, esp myself 💀",fear
"mom called and asked about grades, felt anxiety shooting thru me instantly 😨",fear
legit afraid I'm picking the wrong major. what if I regret this later? 😰,fear
Saw moldy food in the dorm fridge today and almost threw up. how hard is it to clean after yourself seriously 🤢🤮,disgust
"just finished binge watching my fav series. best decision ever, iykyk 😂",joy
"Just booked tickets for summer trip w besties! can't wait, literally counting down the days 🏖️😍",joy
"Got rejected from that internship I really wanted. sucks so much, feeling like I'm not good enough rn 😞💔",sadness
"Roommate left the bathroom filthy again. it’s like living with toddlers, grow up pls 🤢🙄",disgust
"I watched an anime marathon today, and it was a rollercoaster. At first, I felt grossed out, then something unexpected made me repulsed. By the end, I was anxious and can't tell if I learned more or just got overwhelmed. 😡",disgust
"I helped mom with chores today, and it was a rollercoaster. At first, I felt angry, then something unexpected made me indifferent. By the end, I was cheerful and can't tell if I learned more or just got overwhelmed. 😢",anger
"Just saw some dude spit gum right on the sidewalk, like who raised you man? Respect your environment, disgusting fr 🤮",disgust
"Nothing exciting today, just classes, homework, dinner, sleep. Basic routine. meh.",neutral
Went through old photos today and felt this wave of nostalgia. Why do good things always end? Miss my childhood friends so much 😢,sadness
"Average day. had classes, ate lunch, studied a bit, now chilling. Nothing crazy but at least no drama ig",neutral
omg finally got into the uni I wanted!! can't stop smiling 🥳🥳🥳,joy
"nothing much happened today, literally just vibes ig",neutral
Lost my headphones AGAIN. how do I keep misplacing everything?? so mad at myself rn smh 🤬😩,anger
"cafeteria food smelled so nasty today, almost puked fr 🤢",disgust
"When I joined a dance workshop, I started out nervous, but midway a shift hit me and I became happy. After some reflection and a random emoji reaction, I ended feeling angry. 😍",fear
"Idk man, just feeling lost these days. Like everyone around me has life figured out and I'm just floating with no direction. Even talking about it feels stupid cuz who's gonna understand? Tired of pretending everything's fine tbh 😞",sadness
"Did laundry, watched YouTube, took a nap. kinda boring day but eh, it’s fine.",neutral
feelin lonely rn. everyone out there vibing and I'm here staring at my ceiling 😞,sadness
Guess who finally passed their driving test today?? ME!! freedom here I come 🚗😆🎉,joy
"Staring at my syllabus rn and legit shaking. idk how I'll survive this semester, workload is insane. What if I fail everything??? someone send help 😨😨",fear
Went out with friends today after what felt like forever. we laughed so much my stomach still hurts 😂 honestly moments like these remind me life's pretty awesome sometimes ❤️,joy
"my crush liked my post, legit smiling like an idiot rn lol 😍",joy
"I’ve got a huge exam coming up and I feel completely unprepared. trying to calm myself down but my brain is going wild rn, wish I could just skip ahead past this stress 😩",fear
"Bestie surprised me with ice cream today, literally made my entire week better. friends like these >>> everything 🍦❤️",joy
"Prof legit gave the lowest marks for no reason. worked so hard, now I'm pissed. grading system sucks big time fr 🤬",anger
lowkey panicking abt the presentation tomo. heart racing just thinking abt it 😰,fear
"got called into prof's office today, legit felt my soul leave my body 😨",fear
finally fixed that bug in my code. feeling unstoppable rn fr 💪🤓,joy
tf is wrong with ppl spreading rumors like it's their full-time job smh 😡,anger
bro today sucked fr. studied all night and still bombed the test 😭,sadness
"can't stand ppl who chew loud, legit wanna throw up fr 🤢",disgust
"my dorm room smells like sweaty socks again, need better roommates fr 🤢",disgust
wasted hrs on this stupid assignment only to realize I did it wrong smh 🤬,anger
"Group project partner ghosted again. why am I always stuck with the slackers, so frustrating smh 😡",anger
"scored free coffee at the cafe today, feeling lucky af ☕️😁",joy
can't sleep cuz overthinking every embarrassing thing I did today. why am i like this 😔,sadness
"Enjoyed a hilarious movie night with friends. Sunset view from the rooftop was breathtaking 😊 Got a message from my bestie, made my day.",joy
Missing home and feeling lonely in this hostel. I messed up my presentation and I can't stop replaying it. My friend canceled plans last minute and I'm upset.,sadness
"There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling.",sadness
Heart is racing thinking about the lab practical. Worried I might have lost my USB with all the work.,fear
"Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings.",sadness
"Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back to back classes, it was infuriating. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings.",sadness
"Took a short nap after lunch before starting study. Spent time organizing my notes, nothing eventful. Checked emails and responded to group chat.",neutral
"Finally solved the bug that's been bugging me! Received positive feedback on my project draft. Nailed the coding challenge, feeling accomplished.",joy
Why do people keep interrupting my study time? I'm so frustrated with this endless debugging!,anger
"Mood is low, can't shake this gloom. I messed up my presentation and I can't stop replaying it. Felt ignored during group discussion, was disheartening.",sadness
"Ugh, the guest lecture running an hour late was such a mood killer, I’m still exhausted.",anger
"Absolutely crushed the quiz today, so happy!",joy
"When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. Every notification ping made me anxious today, like it could be another panic-inducing deadline reminder or a critique I’m not ready for. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings.",disgust
I'm so frustrated with this endless debugging! Angry at the constant noise from the construction site.,anger
Terrified I missed the deadline for submitting files. Worried I might have lost my USB with all the work. Paranoid that I studied the wrong materials.,fear
"Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn.",joy
"Mood is low, can't shake this gloom. Feeling down after the rejection from the internship.",sadness
"Ugh, the messy online portal update was such a mood killer, I’m still irked. lol",anger
Watched a tutorial online and learned something neat. Walked to the bookstore and browsed some titles.,neutral
Who knew the messy group project fallout could make me feel this delighted 😉. lol,anger
"When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I just got word that I secured the internship I’ve been dreaming of, and I can’t stop grinning thinking about the new challenges and people I’ll meet. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus.",joy
"Went through the messy rival college prank war today, left me feeling exhausted. idk",anger
"When I went to my cousin's wedding, I started out nervous, but midway a shift hit me and I became indifferent. After some reflection and a random emoji reaction, I ended feeling uneasy.",fear
Who knew the heatwave messing up schedules could make me feel this skeptical 😉. 😱,disgust
Dread building up before the group interview.,fear
"My friend canceled plans last minute and I'm upset. Wish I had more time for self-care, but deadlines loom.",sadness
"Went through the scholarship rejection email today, left me feeling worried. idk 😱",sadness
"The dorm bathrooms are disgusting on weekends. Found mold in my lunch box, gross af.",disgust
"There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. Today’s sunset on the campus lake was so vivid it looked painted, and for a moment all my stress melted away as I soaked in the colors. I stare at the empty library seat where I was supposed to meet my study partner, and the silence echoes all my regrets.",anger
That comment in class was so distasteful.,disgust
"Terrified I missed the deadline for submitting files. Anxious about tomorrow's presentation, palms sweaty. Dread building up before the group interview.",fear
"Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling. I stare at the empty library seat where I was supposed to meet my study partner, and the silence echoes all my regrets. I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them.",sadness
"Ugh, the annual tech fest tease announcement was such a mood killer, I’m still thrilled. idk",neutral
"I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. I stare at the empty library seat where I was supposed to meet my study partner, and the silence echoes all my regrets. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful.",sadness
"Went for a walk between study sessions. Spent time organizing my notes, nothing eventful. Walked to the bookstore and browsed some titles.",neutral
"My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched.",sadness
"So skeptical after the messy rival college prank war, lol idk why.",anger
"I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. I felt a knot in my stomach during the entire group interview, imagining every possible way I could stumble or freeze up in front of the panel.",sadness
"I still can’t believe the secret rave in the quad, totally had me exhausted and skeptical. idk",neutral
Who knew the all-night hackathon crash could make me feel this exhausted 😉.,disgust
"I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming.",neutral
Watched a tutorial online and learned something neat.,neutral
"Everything seems dull today, even my favorite song felt flat.",sadness
"I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. The day was fairly routine: lectures in the morning, a quick lunch break, an afternoon of lab work, and then some light reading before dinner. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated.",joy
"When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. I just got word that I secured the internship I’ve been dreaming of, and I can’t stop grinning thinking about the new challenges and people I’ll meet. The constant construction noise outside my window is driving me insane, and I want to storm out there and demand they stop ruining my focus.",anger
Dread building up before the group interview.,fear
That group mate's attitude is nauseating. Library smelled awful near the ventilation vent.,disgust
"Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful.",neutral
My friend canceled plans last minute and I'm upset.,sadness
"Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling.",neutral
That group mate's attitude is nauseating.,disgust
"Absolutely crushed the quiz today, so happy! Got a surprise treat from my roommate, sweet gesture.",joy
Did some revision and then chilled with music. Watched a tutorial online and learned something neat.,neutral
"Spent time organizing my notes, nothing eventful.",neutral
"Got a surprise treat from my roommate, sweet gesture. Received positive feedback on my project draft.",joy
"Went through the surprise pizza party in the lounge today, left me feeling pumped.",joy
"My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating.",sadness
"My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. Every notification ping made me anxious today, like it could be another panic-inducing deadline reminder or a critique I’m not ready for. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust.",disgust
"So thrilled after the long-anticipated fest cancellation, lol idk why. lol",sadness
"I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. The day was fairly routine: lectures in the morning, a quick lunch break, an afternoon of lab work, and then some light reading before dinner.",anger
"So pumped after the all-night hackathon crash, lol idk why. lol",disgust
"Went through the campus-wide quiz contest finale today, left me feeling thrilled. idk 😱",joy
Feeling down after the rejection from the internship. Missing home and feeling lonely in this hostel.,sadness
"I feel so drained after staying up all night for the assignment. Couldn't solve that problem set, it's demotivating. Feeling down after the rejection from the internship.",sadness
"There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. I stare at the empty library seat where I was supposed to meet my study partner, and the silence echoes all my regrets. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. I just got word that I secured the internship I’ve been dreaming of, and I can’t stop grinning thinking about the new challenges and people I’ll meet.",joy
Who knew the surprise pizza party in the lounge could make me feel this delighted 😉. 😡,joy
"Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating.",anger
Twelve hours spent dissecting CBSE Economics sample papers but the macro policy questions still blur together by midnight. Dad keeps reminding me a commerce topper gets scholarships; I keep scrolling reels between chapters and then hating myself for it.,sadness
"Got a surprise treat from my roommate, sweet gesture.",joy
"Sunset view from the rooftop was breathtaking 😊 Got a surprise treat from my roommate, sweet gesture. Our team won the intramural basketball game! Yay!",joy
"Just mapped out a 40 day JEE Advanced revision plan: 6 a.m. number theory jog, 8 a.m. physics pyqs, noon power nap, evening mock tests at FIITJEE centre. Feels absurdly ambitious but writing it down makes it look doable.",joy
"Discovered a new coffee place near campus, love it.",joy
"Team's victory in the inter-college basketball as coach filled me with joy, their dedication shone. Player , reminiscent of local tournaments.",joy
I'm so frustrated with this endless debugging! Angry at the constant noise from the construction site.,anger
Woke up panicking that I forgot ICSE Hamlet quotes. Scribbled Act 3 Scene 1 soliloquy on hostel wall like a crazy poet. Going back to sleep.,fear
"My phone screen is full of fingerprints, feels disgusting.",disgust
"I felt a knot in my stomach during the entire group interview, imagining every possible way I could stumble or freeze up in front of the panel. Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. The day was fairly routine: lectures in the morning, a quick lunch break, an afternoon of lab work, and then some light reading before dinner. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated.",neutral
Checked emails and responded to group chat.,neutral
"That group mate's attitude is nauseating. Found mold in my lunch box, gross af.",disgust
"Why do people keep interrupting my study time? Had an argument with my roommate, still fuming. One of my books got wet in the rain, seriously?!",anger
That professor's harsh remark really pissed me off.,anger
"Sponsors delayed payments for the event prizes, as negotiations head it's maddening. 's vibrant markets, this unreliability angers me.",anger
Terrified I missed the deadline for submitting files. Paranoid that I studied the wrong materials.,fear
"So worried after the sudden hostel water cut, lol idk why. lol",disgust
Missing home and feeling lonely in this hostel.,sadness
"Usual planning for the seminar in innovation cell, assigned roles, done. Organizer , nothing thrilling.",neutral
"I just got word that I secured the internship I’ve been dreaming of, and I can’t stop grinning thinking about the new challenges and people I’ll meet. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion.",neutral
Felt a panic attack coming during the seminar.,fear
"Our team won the intramural basketball game! Yay! Absolutely crushed the quiz today, so happy! Got a message from my bestie, made my day.",joy
Terrified I missed the deadline for submitting files.,fear
"Nailed the coding challenge, feeling accomplished. Finally solved the bug that's been bugging me! Absolutely crushed the quiz today, so happy!",joy
"Worried about clashing schedules with two PORs in music and debate. Balanced , the overlap scares me.",fear
"I still can’t believe the scholarship rejection email, totally had me anxious and thrilled. 😢",sadness
"Ugh, the inter-department football finals was such a mood killer, I’m still worried. 😀",joy
Angry at the constant noise from the construction site. I'm so frustrated with this endless debugging!,anger
"Went through the inter-department football finals today, left me feeling anxious. 😀",joy
"I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated.",sadness
"Ugh, the surprise scholarship shortlist was such a mood killer, I’m still anxious.",joy
Who knew the midnight library power outage could make me feel this irked 😉. 😅,fear
Angry at the constant noise from the construction site.,anger
"I still can’t believe the peaceful sit-in by seniors, totally had me delighted and exhausted. idk",fear
"The app crashed twice, making me livid! One of my books got wet in the rain, seriously?! I'm so frustrated with this endless debugging!",anger
"The app crashed twice, making me livid! Had to redo the lab again, so irritating.",anger
"Ugh, the secret rave in the quad was such a mood killer, I’m still confident.",neutral
Heart is racing thinking about the lab practical.,fear
"The app crashed twice, making me livid! Angry at the constant noise from the construction site. Furious that the internet died mid-upload!",anger
